Card ID,Container,Folder Name,"File, TCG","File, OCG",Cen?,Patched?,Art #,English Name,Japanese Name,German Name,Korean Name
10534,Common,0000,828d8edc,828d8edc,No,#N/A,,Mecha Phantom Beast Dracossack,幻獣機ドラゴサック,Mecha-Phantomungeheuer Drachossack,환상수기 드래고사크
10535,Common,0000,f58abe4a,f58abe4a,No,#N/A,,Brotherhood of the Fire Fist - Cardinal,間炎星－コウカンショウ,Bruderschaft der Feuerfaust - Kardinal,간염성－코우칸쇼
10536,TCG/OCG,0000,6c83eff0,4216335c,Yes,Yes,,Harpie's Pet Phantasmal Dragon,ハーピィズペット幻竜,Trügerischer Spieldrache der Harpyien,해피의 애완 미라지 드래곤
10537,Common,0000,1b84df66,1b84df66,No,#N/A,,King of the Feral Imps,キングレムリン,König der wilden Kobolde,킹그렘린
10538,TCG/OCG,0000,8b3bc2f7,a5ae1e5b,Yes,Yes,,Gagagawind,ガガガウィンド,Gagaga-Wind,가가가 윈드
10539,Common,0000,fc3cf261,fc3cf261,No,#N/A,,Magnum Shield,最強の盾,Magnum-Schild,최강의 방패
10540,Common,0000,caa1dc02,caa1dc02,No,#N/A,,Xyz Revenge,エクシーズ・リベンジ,Xyz-Rache,엑시즈 리벤지
10541,Common,0000,bda6ec94,bda6ec94,No,#N/A,,Rank-Up-Magic Barian's Force,ＲＵＭ－バリアンズ・フォース,Rangsteigerungszauber Barians Kraft,RUM－바리언즈 포스
10542,Common,0000,24afbd2e,24afbd2e,No,#N/A,,Scramble!! Scramble!!,緊急発進,Alarmstart,스크램블
10543,Common,0000,53a88db8,53a88db8,No,#N/A,,Fire Formation - Gyokkou,炎舞－「玉衝」,Feuerformation - Gyokkou,염무－「옥충」
10544,TCG/OCG,0000,cdcc181b,e359c4b7,Yes,Yes,,Spellbook of Judgment,魔導書の神判,Magiebuch des Urteils,마도서의 신판
10545,Common,0000,bacb288d,bacb288d,No,#N/A,,Abyss-scale of the Mizuchi,アビスケイル－ミヅチ,Abyssschuppe des Mizuchi,어비스케일－미즈치
10546,TCG/OCG,0000,23c27937,0d57a59b,Yes,Yes,,Hysteric Sign,ヒステリック・サイン,Zeichen der Hysterie,히스테릭 사인
10547,Common,0000,54c549a1,54c549a1,No,#N/A,,Sacred Sword of Seven Stars,七星の宝刀,Gesegnetes Schwert der Sieben Sterne,칠성의 보도
10548,TCG/OCG,0000,c47a5430,eaef889c,Yes,Yes,,Jewels of the Valiant,星邪の神喰,Juwelen des Wackeren,성사의 신식
10549,Common,0000,b37d64a6,b37d64a6,No,#N/A,,Summon Breaker,サモンブレーカー,Beschwörungsbrecher,서몬 브레이커
10550,Common,0000,d3baed43,d3baed43,No,#N/A,,Pinpoint Guard,ピンポイント・ガード,Zielgenaue Wache,핀포인트 가드
10551,Common,0000,a4bdddd5,a4bdddd5,No,#N/A,,Memory Loss,もの忘れ,Gedächtnisverlust,건망증
10552,Common,0000,3db48c6f,3db48c6f,No,#N/A,,Torrential Reborn,激流蘇生,Reißende Wiedergeburt,격류소생
10553,Common,0000,4ab3bcf9,4ab3bcf9,No,#N/A,,Xyz Block,エクシーズ・ブロック,Xyz-Blockade,엑시즈 블록
10554,Common,0000,d4d7295a,d4d7295a,No,#N/A,,Aerial Recharge,空中補給,Luftbetankung,에어리얼 차지
10555,Common,0000,a3d019cc,a3d019cc,No,#N/A,,Do a Barrel Roll,弾幕回避,Fassrolle,배럴 롤
10556,TCG/OCG,0000,3ad94876,144c94da,Yes,Yes,,Fire Formation - Kaiyo,炎舞－「開陽」,Feuerformation - Kaiyo,염무－「개양」
10557,Common,0000,4dde78e0,4dde78e0,No,#N/A,,Madolche Nights,魔導人形の夜,Magidolce-Nächte,마돌체 나이츠
10558,Common,0000,dd616571,dd616571,No,#N/A,,Geargiagear,ギアギアギア,Getriebriagetriebe,기아기아기아
10559,Common,0000,aa6655e7,aa6655e7,No,#N/A,,High Tide on Fire Island,燃え上がる大海,Hochwasser auf der Feuerinsel,불타는 대해
10560,TCG/OCG,0000,f897be80,d602622c,Yes,Yes,,Mind Drain,メンタルドレイン,Gedankenentzug,멘탈 드레인
10561,Common,0000,8f908e16,8f908e16,No,#N/A,,Dragoncarnation,牙竜転生,Drachen-Reinkarnation,아룡전생
10562,Common,0000,1699dfac,1699dfac,No,#N/A,,Number 47: Nightmare Shark,Ｎｏ．４７　ナイトメア・シャーク,Nummer 47: Albtraumhai,No.47 나이트메어 샤크
10563,TCG/OCG,0000,619eef3a,4f0b3396,Yes,Yes,,Harpie Dancer,ハーピィ・ダンサー,Harpyien-Tänzerin,해피 댄서
10564,Common,0000,fffa7a99,fffa7a99,No,#N/A,,Gagaga Child,ガガガキッド,Gagaga-Kind,가가가 키드
10565,Common,0000,88fd4a0f,88fd4a0f,No,#N/A,,Magical Undertaker,マジカル・アンダーテイカー,Magischer Totengräber,매지컬 언더테이커
10566,Common,0000,11f41bb5,11f41bb5,No,#N/A,,Caligo Claw Crow,クロクロークロウ,Caligo-Krallenkrähe,쿠로크로크로우
10567,Common,0000,66f32b23,66f32b23,No,#N/A,,Swords of Burning Light,炎の護封剣,Brennende Schwerter,화염의 봉인검
10568,Common,0000,f64c36b2,f64c36b2,No,#N/A,,Puzzle Reborn,リボーン・パズル,Puzzle-Wiedergeburt,리본 퍼즐
10569,Common,0000,814b0624,814b0624,No,#N/A,,Number C39: Utopia Ray V,ＣＮｏ．３９　希望皇ホープレイＶ,Nummer C39: Utopiastrahl V,CNo.39 유토피아 레이 V
10570,Common,0000,e18c8fc1,e18c8fc1,No,#N/A,,Rank-Up-Magic Limited Barian's Force,ＲＵＭ－リミテッド・バリアンズ・フォース,Rangsteigerungsmagie Barians kleine Kraft,RUM－리미티드 바리언즈 포스
10571,Common,0000,968bbf57,968bbf57,No,#N/A,,ZW - Eagle Claw,ＺＷ－荒鷲激神爪,ZW - Adlerkralle,ZW－이글 클로
10572,Common,0000,0f82eeed,0f82eeed,No,#N/A,,Ganbara Lancer,ガンバランサー,Ganbara-Lanzenträger,간바란서
10573,Common,0000,7885de7b,7885de7b,No,#N/A,,Bite Bug,パクバグ,Beißbug,뻐끔버그
10574,Common,0000,e6e14bd8,e6e14bd8,No,#N/A,,Crane Crane,クレーンクレーン,Kranichkran,크레인크레인
10575,Common,0000,91e67b4e,91e67b4e,No,#N/A,,Gentlemander,ジェントルーパー,Gentlemander,젠틀루파
10576,Common,0000,08ef2af4,08ef2af4,No,#N/A,,"Reactan, Dragon Ruler of Pebbles",地征竜－リアクタン,"Reactan, Drachenherrscher der Kiesel",지정룡－리아크탄
10577,Common,0000,7fe81a62,7fe81a62,No,#N/A,,"Stream, Dragon Ruler of Droplets",水征竜－ストリーム,"Stream, Drachenherrscher der Tröpfchen",수정룡－스트림
10578,Common,0000,ef5707f3,ef5707f3,No,#N/A,,Duck Fighter,ダックファイター,Enten-Kampfflugzeug,덕 파이터
10579,Common,0000,98503765,98503765,No,#N/A,,Interplanetarypurplythorny Beast,異界の棘紫獣,Interplanetar-lilastachliges Ungeheuer,이계의 극자수
10581,Common,0000,1113a398,1113a398,No,#N/A,,"Burner, Dragon Ruler of Sparks",炎征竜－バーナー,"Burner, Drachenherrscher der Funken",염정룡－버너
10582,Common,0000,881af222,881af222,No,#N/A,,"Lightning, Dragon Ruler of Drafts",風征竜－ライトニング,"Lightning, Drachenherrscher der Luftströmungen",풍정룡－라이트닝
10583,Common,0000,ff1dc2b4,ff1dc2b4,No,#N/A,,Madolche Chickolates,マドルチェ・ピョコレート,Magidolce Kükolade,마돌체 표콜렛
10584,Common,0000,61795717,61795717,No,#N/A,,Vivid Knight,ビビット騎士,Lebhafter Ritter,비비트 나이트
10586,Common,0000,8f77363b,8f77363b,No,#N/A,,Starship Spy Plane,スターシップ・スパイ・プレーン,Spionage-UFO,스타쉽 스파이 프레인
10587,TCG/OCG,0000,f87006ad,d6e5da01,Yes,Yes,,Rose Archer,薔薇の聖弓手,Rosenbogenschützin,로즈 아처
10588,Common,0000,68cf1b3c,68cf1b3c,No,#N/A,,Maiden with Eyes of Blue,青き眼の乙女,Maid mit den blauen Augen,파란 눈의 소녀
10589,Common,0000,1fc82baa,1fc82baa,No,#N/A,,Rider of the Storm Winds,暴風竜の防人,Reiter der Sturmwinde,폭풍룡의 변방지기
10590,Common,0000,7f0fa24f,7f0fa24f,No,#N/A,,Dragon Shrine,竜の霊廟,Drachenschrein,용의 영묘
10591,Common,StreamingAssets,080892d9,080892d9,No,#N/A,,Silver's Cry,銀龍の轟咆,Ruf des Silbernen,은룡의 굉포
10592,Common,0000,9101c363,9101c363,No,#N/A,,Castle of Dragon Souls,竜魂の城,Burg der Drachenseelen,용혼의 성
10593,Common,0000,e606f3f5,e606f3f5,No,#N/A,,Azure-Eyes Silver Dragon,蒼眼の銀龍,Azuräugiger silberner Drache,하늘빛 눈의 은룡
10594,Common,0000,78626656,78626656,No,#N/A,,Mecha Phantom Beast Turtletracer,幻獣機タートレーサー,Mecha-Phantomungeheuer Warnschildkröte,환상수기 터틀레이서
10595,Common,0000,0f6556c0,0f6556c0,No,#N/A,,Noble Knight Gwalchavad,聖騎士ガラハド,Edler Ritter Gwalchavad,성기사 가라해드
10596,Common,0000,966c077a,966c077a,No,#N/A,,Brotherhood of the Fire Fist - Coyote,機炎星－ゴヨウテ,Bruderschaft der Feuerfaust - Kojote,기염성－고요우테
10597,Common,0000,e16b37ec,e16b37ec,No,#N/A,,Mermail Abyssbalaen,水精鱗－サルフアビス,Nixenrüstung Abyssbalaen,머메일－사루프어비스
10598,Common,0000,71d42a7d,71d42a7d,No,#N/A,,Trifortressops,機動要犀　トリケライナー,Trifestungstops,기동요서 트리케라이너
10599,TCG/OCG,0000,06d31aeb,2846c647,Yes,Yes,,Ghost Fairy Elfobia,異怪の妖精　エルフォビア,Geisterfee Elfobia,이괴의 요정 엘포비아
10600,Common,0000,ac8ba75f,ac8ba75f,No,#N/A,,Totem Bird,トーテムバード,Totemvogel,토템 버드
10601,Common,0000,db8c97c9,db8c97c9,No,#N/A,,Noble Arms of Destiny,天命の聖剣,Edle Waffen des Schicksals,천명의 성검
10602,Common,0000,4285c673,4285c673,No,#N/A,,Spellbook of Miracles,魔導書の奇跡,Magiebuch der Wunder,마도서의 기적
10603,Common,0000,3582f6e5,3582f6e5,No,#N/A,,Five Brothers Explosion,炎虎梁山爆,Fünf-Brüder-Explosion,염호양산폭
10604,Common,0000,abe66346,abe66346,No,#N/A,,DZW - Chimera Clad,ＤＺＷ－魔装鵺妖衣,DZW - Plattenschimäre,DZW－키메라 크로스
10605,Common,0000,dce153d0,dce153d0,No,#N/A,,V Salamander,Ｖサラマンダー,V-Salamander,V샐러맨더
10606,Common,0000,45e8026a,45e8026a,No,#N/A,,Interceptomato,プリベントマト,Verteidigomate,프리벤토마토
10607,Common,0000,32ef32fc,32ef32fc,No,#N/A,,Spell Recycler,マジック・リサイクラー,Zauberrecycler,매직 리사이클러
10608,Common,0000,a2502f6d,a2502f6d,No,#N/A,,Xyz Agent,エクシーズ・エージェント,Xyz-Agent,엑시즈 에이전트
10609,Common,0000,d5571ffb,d5571ffb,No,#N/A,,Super Defense Robot Lio,ＳＤロボ・ライオ,Superverteidigungsroboter Löw,SD 로보 라이오
10610,Common,0000,b590961e,b590961e,No,#N/A,,Super Defense Robot Elephan,ＳＤロボ・エレファン,Superverteidigungsroboter Elef,SD 로보 엘레판
10611,Common,0000,c297a688,c297a688,No,#N/A,,Super Defense Robot Monki,ＳＤロボ・モンキ,Superverteidigungsroboter Aff,SD 로보 몽키
10612,Common,0000,5b9ef732,5b9ef732,No,#N/A,,Star Seraph Scout,光天使ウィングス,Sternenseraph Späher,홀리 라이트닝 윙스
10613,Common,0000,2c99c7a4,2c99c7a4,No,#N/A,,Star Seraph Sage,光天使ブックス,Sternenseraph Weiser,홀리 라이트닝 북스
10614,Common,0000,b2fd5207,b2fd5207,No,#N/A,,Star Seraph Sword,光天使ソード,Sternenseraph Schwert,홀리 라이트닝 스워드
10615,Common,0000,c5fa6291,c5fa6291,No,#N/A,,Umbral Horror Ghoul,アンブラル・グール,Schattenhorror Ghul,엄브럴 구울
10616,Common,0000,5cf3332b,5cf3332b,No,#N/A,,Umbral Horror Unform,アンブラル・アンフォーム,Schattenhorror Unform,엄브럴 언폼
10617,Common,0000,2bf403bd,2bf403bd,No,#N/A,,Umbral Horror Will o' the Wisp,アンブラル・ウィル・オ・ザ・ウィスプ,Schattenhorror Irrlicht,엄브럴 윌 오 더 위스프
10618,Common,0000,bb4b1e2c,bb4b1e2c,No,#N/A,,Schwarzschild Limit Dragon,限界竜シュヴァルツシルト,Limitdrache Schwarzschild,한계룡 슈발츠실트
10619,Common,0000,cc4c2eba,cc4c2eba,No,#N/A,,Bujin Yamato,武神－ヤマト,Bujin Yamato,무사신－야마토
10620,Common,0000,9ebdc5dd,9ebdc5dd,No,#N/A,,Bujingi Quilin,武神器－ムラクモ,Bujingi Quilin,무사신기－무라쿠모
10621,Common,0000,e9baf54b,e9baf54b,No,#N/A,,Bujingi Turtle,武神器－ヘツカ,Bujingi Schildkröte,무사신기－헤츠카
10622,Common,0000,70b3a4f1,70b3a4f1,No,#N/A,,Bujingi Wolf,武神器－タルタ,Bujingi Wolf,무사신기－타르타
10623,Common,0000,07b49467,07b49467,No,#N/A,,Bujingi Crane,武神器－ハバキリ,Bujingi Kranich,무사신기－하바키리
10624,Common,0000,99d001c4,99d001c4,No,#N/A,,Bujingi Ophidian,武神器－オロチ,Bujingi Ophidian,무사신기－오로치
10625,Common,0000,eed73152,eed73152,No,#N/A,,Mecha Phantom Beast Warbluran,幻獣機ウォーブラン,Mecha-Phantomungeheuer Trällbluran,환상수기 워브란
10626,Common,0000,77de60e8,77de60e8,No,#N/A,,Mecha Phantom Beast Blue Impala,幻獣機ブルーインパラス,Mecha-Phantomungeheuer Blaue Impala,환상수기 블루인파라스
10627,Common,0000,00d9507e,00d9507e,No,#N/A,,Mecha Phantom Beast Coltwing,幻獣機コルトウィング,Mecha-Phantomungeheuer Coltflügel,환상수기 콜트윙
10628,Common,0000,90664def,90664def,No,#N/A,,Mecha Phantom Beast Harrliard,幻獣機ハリアード,Mecha-Phantomungeheuer Harrliard,환상수기 해리어드
10629,Common,0000,e7617d79,e7617d79,No,#N/A,,Brotherhood of the Fire Fist - Boar,孤炎星－ロシシン,Bruderschaft der Feuerfaust - Wildschwein,고염성－로시신
10630,Common,0000,87a6f49c,87a6f49c,No,#N/A,,Brotherhood of the Fire Fist - Caribou,猛炎星－テンレイ,Bruderschaft der Feuerfaust - Karibu,맹염성－텐레이
10631,Common,0000,f0a1c40a,f0a1c40a,No,#N/A,,World of Prophecy,魔導天士　トールモンド,Die Welt der Prophezeiung,마도천사 토르몬드
10632,TCG/OCG,0000,69a895b0,473d491c,Yes,Yes,,Archfiend Heiress,トリック・デーモン,Erzunterweltler Thronerbin,트릭 데몬
10633,Common,0000,1eafa526,1eafa526,No,#N/A,,Archfiend Cavalry,デーモンの騎兵,Erzunterweltler Kavallerie,데몬의 기병
10634,TCG/OCG,0000,80cb3085,ae5eec29,Yes,Yes,,"Archfiend Emperor, the First Lord of Horror",戦慄の凶皇－ジェネシス・デーモン,"Erzunterweltler Kaiser, der oberste Herrscher des Horrors",전율의 흉황－제네시스 데몬
10635,TCG/OCG,0000,f7cc0013,d959dcbf,Yes,Yes,,Traptrix Atrax,アトラの蟲惑魔,Fallenstellerin Atrax,아트라의 충혹마
10636,Common,0000,6ec551a9,6ec551a9,No,#N/A,,Traptrix Myrmeleo,トリオンの蟲惑魔,Fallenstellerin Myrmeleo,트리온의 충혹마
10637,TCG/OCG,0000,19c2613f,3757bd93,Yes,Yes,,Traptrix Nepenthes,カズーラの蟲惑魔,Fallenstellerin Nepenthes,카즈라의 충혹마
10638,Common,0000,897d7cae,897d7cae,No,#N/A,,The Calibrator,ザ・キャリブレーター,Der Kalibrator,더 캘리브레이터
10639,Common,0000,fe7a4c38,fe7a4c38,No,#N/A,,"Talaya, Princess of Cherry Blossoms",桜姫タレイア,"Talaya, Prinzessin der Kirschblüten",앵희 타레이아
10640,Common,0000,c8e7625b,c8e7625b,No,#N/A,,Cheepcheepcheep,ぴよコッコ,Tschilp-tschilp-tschilp,삐악꼬꼬
10641,Common,0000,bfe052cd,bfe052cd,No,#N/A,,Masked Chameleon,カメンレオン,Maskiertes Chamäleon,가면레온
10642,Common,0000,26e90377,26e90377,No,#N/A,,"Flying ""C""",飛翔するＧ,Fliegendes „C“,비상의 G
10643,Common,0000,51ee33e1,51ee33e1,No,#N/A,,Yellow Duston,イエロー・ダストン,Gelbes Staubon,옐로 더스튼
10644,Common,0000,cf8aa642,cf8aa642,No,#N/A,,Mecha Phantom Beast Concoruda,幻獣機コンコルーダ,Mecha-Phantomungeheuer Concoruda,환상수기 콩코르다
10645,Common,0000,b88d96d4,b88d96d4,No,#N/A,,Brotherhood of the Fire Fist - Kirin,罡炎星－リシュンキ,Bruderschaft der Feuerfaust - Kirin,강염성－리순키
10646,Common,0000,2184c76e,2184c76e,No,#N/A,,Mist Bird Clausolas,霞鳥クラウソラス,Nebelvogel Clausolas,하조 클라우솔라스
10647,Common,0000,5683f7f8,5683f7f8,No,#N/A,,Underworld Fighter Balmung,魔界闘士　バルムンク,Unterweltkämpfer Balmung,마계투사 발뭉
10648,Common,0000,c63cea69,c63cea69,No,#N/A,,"Armades, Keeper of Boundaries",幻層の守護者アルマデス,"Armades, Hüter der Grenzen",환층의 수호자 아르마데스
10649,Common,0000,b13bdaff,b13bdaff,No,#N/A,,HTS Psyhemuth,超念導体ビヒーマス,HTSL-Psihemoth,사이컨덕터 비히마스
10650,Common,0000,d1fc531a,d1fc531a,No,#N/A,,Star Eater,星態龍,Sternenfresser,성태룡
10651,Common,0000,a6fb638c,a6fb638c,No,#N/A,,Number C39: Utopia Ray Victory,ＣＮｏ．３９　希望皇ホープレイ・ヴィクトリー,Nummer C39: Utopiastrahl Sieg,CNo.39 유토피아 레이 빅토리
10652,Common,0000,3ff23236,3ff23236,No,#N/A,,Shark Caesar,牙鮫帝シャーク・カイゼル,Hai-Caesar,아교제 샤크 카이젤
10653,Common,0000,48f502a0,48f502a0,No,#N/A,,Starliege Lord Galaxion,輝光帝ギャラクシオン,Sternenlehnsherr Galaxion,휘광제 갤럭션
10654,Common,0000,d6919703,d6919703,No,#N/A,,Googly-Eyes Drum Dragon,廃品眼の太鼓竜,Drehaugen-Schlagzeugdrache,가라쿠타아이즈 패트 드래곤
10655,Common,0000,a196a795,a196a795,No,#N/A,,Ice Princess Zereort,零鳥姫リオート・ハルピュイア,Eisprinzessin Zereort,영조희 리오트 할퓨이어
10656,Common,0000,389ff62f,389ff62f,No,#N/A,,Number 102: Star Seraph Sentry,Ｎｏ．１０２　光天使グローリアス・ヘイロー,Nummer 102: Sternenseraph Wachposten,No.102 홀리 라이트닝 글로리어스 헤일로
10657,Common,0000,4f98c6b9,4f98c6b9,No,#N/A,,Number 66: Master Key Beetle,Ｎｏ．６６　覇鍵甲虫マスター・キー・ビートル,Nummer 66: Generalschlüssel-Käfer,No.66 패건갑충 마스터 키 비틀
10658,Common,0000,df27db28,df27db28,No,#N/A,,Number 104: Masquerade,Ｎｏ．１０４　仮面魔踏士シャイニング,Nummer 104: Maskerade,No.104 마스커레이드 매지션 샤이닝
10659,Common,0000,a820ebbe,a820ebbe,No,#N/A,,Number C104: Umbral Horror Masquerade,ＣＮｏ．１０４　仮面魔踏士アンブラル,Nummer C104: Schattenhorror Maskerade,CNo.104 마스커레이드 매지션 엄브럴
10660,Common,0000,fad100d9,fad100d9,No,#N/A,,Bujintei Susanowo,武神帝－スサノヲ,Bujintei Susanowo,무사신제－스사노오
10661,Common,0000,8dd6304f,8dd6304f,No,#N/A,,Herald of Pure Light,聖光の宣告者,Herold des reinen Lichts,세인트 디클레어러
10662,Common,0000,14df61f5,14df61f5,No,#N/A,,Rank-Up-Magic Numeron Force,ＲＵＭ－ヌメロン・フォース,Rangsteigerungszauber Numeron-Kraft,RUM－누메론 포스
10663,Common,0000,63d85163,63d85163,No,#N/A,,Xyz Reception,エクシーズ・レセプション,Xyz-Empfang,엑시즈 리셉션
10664,Common,0000,fdbcc4c0,fdbcc4c0,No,#N/A,,Sargasso the D.D. Battlefield,異次元の古戦場－サルガッソ,Sargasso das D.D. Schlachtfeld,이차원의 고전장－사르갓소
10665,Common,0000,8abbf456,8abbf456,No,#N/A,,Sargasso Lighthouse,サルガッソの灯台,Sargasso-Leuchtturm,사르갓소의 등대
10666,Common,0000,13b2a5ec,13b2a5ec,No,#N/A,,Bujincarnation,武神降臨,Bujinkarnation,무사신강림
10667,Common,0000,64b5957a,64b5957a,No,#N/A,,Vertical Landing,垂直着陸,Senkrechtlandung,버티컬 랜딩
10668,Common,0000,f40a88eb,f40a88eb,No,#N/A,,Fire Formation - Yoko,炎舞－「揺光」,Feuerformation - Yoko,염무－「요광」
10669,Common,0000,830db87d,830db87d,No,#N/A,,Archfiend Palabyrinth,伏魔殿－悪魔の迷宮－,Erzunterweltler Palabyrinth,데몬팰리스－악마의 미궁－
10670,Common,0000,e3ca3198,e3ca3198,No,#N/A,,Transmodify,トランスターン,Transmodifizieren,트랜스턴
10671,Common,0000,94cd010e,94cd010e,No,#N/A,,Black and White Wave,黒白の波動,Schwarz-weiße Welle,흑백의 파동
10672,Common,0000,0dc450b4,0dc450b4,No,#N/A,,Single Purchase,一点買い,Einzelstück,일점구매
10673,Common,0000,7ac36022,7ac36022,No,#N/A,,Reverse Glasses,逆さ眼鏡,Umkehrbrille,거꾸로 안경
10674,Common,0000,e4a7f581,e4a7f581,No,#N/A,,Xyz Revenge Shuffle,エクシーズ・リベンジ・シャッフル,Xyz-Rachewechsel,엑시즈 리벤지 셔플
10675,Common,0000,93a0c517,93a0c517,No,#N/A,,Corrupted Keys,罪鍵の法－シン・キー・ロウ,Korrumpierte Schlüssel,죄건의 법－신 키 로우
10676,TCG/OCG,0000,0aa994ad,243c4801,No,#N/A,,Vain Betrayer,Ｖａｉｎ－裏切りの嘲笑,Eitler Betrüger,Vain－배신의 조소
10677,Common,0000,7daea43b,7daea43b,No,#N/A,,Bujin Regalia - The Sword,剣現する武神,Bujin-Insignien - Das Schwert,검현하는 무사신
10678,Common,0000,ed11b9aa,ed11b9aa,No,#N/A,,Bujinfidel,武神逐,Bujingläubig,무사신축
10679,Common,0000,9a16893c,9a16893c,No,#N/A,,Sonic Boom,超音速波,Überschallknall,소닉 붐
10680,Common,0000,64522d57,64522d57,No,#N/A,,Traptrix Trap Hole Nightmare,蟲惑の落とし穴,Fallgruben-Albtraum der Fallenstellerin,충혹의 함정 속으로
10681,Common,0000,13551dc1,13551dc1,No,#N/A,,Xyz Reversal,エクシーズ・リバーサル,Xyz-Tausch,엑시즈 리버설
10682,Common,0000,8a5c4c7b,8a5c4c7b,No,#N/A,,Shapesister,シェイプシスター,Gestaltwandlerin,셰이프시스터
10683,Common,0000,fd5b7ced,fd5b7ced,No,#N/A,,Armageddon Designator,終焉の指名者,Armageddon-Informant,종언의 지명자
10684,Common,0000,633fe94e,633fe94e,No,#N/A,,Number C106: Giant Red Hand,ＣＮｏ．１０６　溶岩掌ジャイアント・ハンド・レッド,Nummer C106: Riesige rote Hand,CNo.106 용암장 자이언트 핸드 레드
10686,Common,0000,8d318862,8d318862,No,#N/A,,Archfiend Commander,デーモンの将星,Erzunterweltler-Kommandant,데몬의 장성
10687,Common,0000,fa36b8f4,fa36b8f4,No,#N/A,,Chronomaly Aztec Mask Golem,先史遺産アステカ・マスク・ゴーレム,Chronomaler Aztekenmasken-Golem,오파츠 아즈텍 마스크 골렘
10688,Common,0000,6a89a565,6a89a565,No,#N/A,,Chronomaly Cabrera Trebuchet,先史遺産カブレラの投石機,Chronomales Cabrera-Katapult,오파츠 카브레라의 투석기
10689,Common,0000,1d8e95f3,1d8e95f3,No,#N/A,,Chronomaly Mud Golem,先史遺産マッドゴーレム・シャコウキ,Chronomaler Lehmgolem,오파츠 매드 골렘 샤코키
10690,Common,0000,7d491c16,7d491c16,No,#N/A,,Chronomaly Sol Monolith,先史遺産ソル・モノリス,Chronomaler Sonnenmonolith,오파츠 솔 모노리스
10691,Common,0000,0a4e2c80,0a4e2c80,No,#N/A,,Gimmick Puppet Egg Head,ギミック・パペット－ボム・エッグ,Gimmick-Marionette Eierkopf,기믹 퍼핏－폭탄 에그
10692,Common,0000,93477d3a,93477d3a,No,#N/A,,Gimmick Puppet Gear Changer,ギミック・パペット－ギア・チェンジャー,Gimmick-Marionette Getriebe,기믹 퍼핏－기어 체인저
10693,Common,0000,e4404dac,e4404dac,No,#N/A,,Gimmick Puppet Twilight Joker,ギミック・パペット－ナイト・ジョーカー,Gimmick-Marionette Zwielichtsjoker,기믹 퍼핏－나이트 조커
10694,Common,0000,7a24d80f,7a24d80f,No,#N/A,,Gimmick Puppet Scissor Arms,ギミック・パペット－シザー・アーム,Gimmick-Marionette Scherenarme,기믹 퍼핏－시저 암
10695,Common,0000,0d23e899,0d23e899,No,#N/A,,Gimmick Puppet Nightmare,ギミック・パペット－ナイトメア,Gimmick-Marionette Albtraum,기믹 퍼핏－나이트메어
10696,Common,0000,942ab923,942ab923,No,#N/A,,Heroic Challenger - Ambush Soldier,Ｈ・Ｃ　アンブッシュ・ソルジャー,Heroischer Herausforderer - Überfallsoldat,H·C 앰버시 솔저
10697,Common,0000,e32d89b5,e32d89b5,No,#N/A,,Heroic Challenger - Clasp Sword,Ｈ・Ｃ　クラスプ・ナイフ,Heroischer Herausforderer - Klappschwert,H·C 클래스프 나이프
10698,Common,0000,73929424,73929424,No,#N/A,,Blue Mountain Butterspy,幻蝶の刺客オオルリ,Odysseusfalter-Spionling,환접의 자객 큰유리새
10699,Common,0000,0495a4b2,0495a4b2,No,#N/A,,Box of Friends,おもちゃ箱,Eine Kiste voller Freunde,장난감상자
10700,Common,0000,ad49cd68,ad49cd68,No,#N/A,,Zombowwow,腐乱犬,Zombauwau,프랑켄
10701,Common,0000,da4efdfe,da4efdfe,No,#N/A,,Number 54: Lion Heart,Ｎｏ．５４　反骨の闘士ライオンハート,Nummer 54: Löwenherz,No.54 반골의 투사 라이언하트
10702,Common,0000,4347ac44,4347ac44,No,#N/A,,Number 44: Sky Pegasus,Ｎｏ．４４　白天馬スカイ・ペガサス,Nummer 44: Himmelspegasus,No.44 백천마 스카이 페가수스
10703,Common,0000,34409cd2,34409cd2,No,#N/A,,Number 49: Fortune Tune,Ｎｏ．４９　秘鳥フォーチュンチュン,Nummer 49: Glücksmelodie,No.49 비조 포츈츈
10704,Common,0000,aa240971,aa240971,No,#N/A,,Number 57: Tri-Head Dust Dragon,Ｎｏ．５７　奮迅竜トレスラグーン,Nummer 57: Dreiköpfiger Staubdrache,No.57 분신룡 트레스라군
10705,Common,0000,dd2339e7,dd2339e7,No,#N/A,,Number 63: Shamoji Soldier,Ｎｏ．６３　おしゃもじソルジャー,Nummer 63: Shamoji-Soldat,No.63 주걱 솔저
10706,Common,0000,442a685d,442a685d,No,#N/A,,Number 74: Master of Blades,Ｎｏ．７４　マジカル・クラウン－ミッシング・ソード,Nummer 74: Meister der Klingen,No.74 매지컬 크라운－미싱 스워드
10707,Common,0000,332d58cb,332d58cb,No,#N/A,,Number 85: Crazy Box,Ｎｏ．８５　クレイジー・ボックス,Nummer 85: Verrückte Kiste,No.85 크레이지 박스
10708,TCG/OCG,0000,a392455a,8d0799f6,Yes,Yes,,Number 87: Queen of the Night,Ｎｏ．８７　雪月花美神クイーン・オブ・ナイツ,Nummer 87: Königin der Nacht,No.87 설월화미신 퀸 오브 나이츠
