Card ID,Container,Folder Name,"File, TCG","File, OCG",Cen?,Patched?,Art #,English Name,Japanese Name,German Name,Korean Name
6098,Common,0000,2ca0c379,2ca0c379,No,#N/A,,Horus the Black Flame Dragon LV4,ホルスの黒炎竜　ＬＶ４,"Horus, der Schwarzflammendrache LV4",호루스의 흑염룡 LV4
6099,Common,0000,5ba7f3ef,5ba7f3ef,No,#N/A,,Horus the Black Flame Dragon LV6,ホルスの黒炎竜　ＬＶ６,"Horus, der Schwarzflammendrache LV6",호루스의 흑염룡 LV6
6100,Common,0000,f27b9a35,f27b9a35,No,#N/A,,Horus the Black Flame Dragon LV8,ホルスの黒炎竜　ＬＶ８,"Horus, der Schwarzflammendrache LV8",호루스의 흑염룡 LV8
6101,Common,0000,857caaa3,857caaa3,No,#N/A,,Dark Mimic LV1,暗黒のミミック　ＬＶ１,Dunkler Imitator LV1,암흑의 미믹 LV1
6102,Common,0000,1c75fb19,1c75fb19,No,#N/A,,Dark Mimic LV3,暗黒のミミック　ＬＶ３,Dunkler Imitator LV3,암흑의 미믹 LV3
6103,Common,0000,6b72cb8f,6b72cb8f,No,#N/A,,Mystic Swordsman LV2,ミスティック・ソードマン　ＬＶ２,Mystischer Schwertkämpfer LV2,미스틱 스워드맨 LV2
6104,Common,0000,f5165e2c,f5165e2c,No,#N/A,,Mystic Swordsman LV4,ミスティック・ソードマン　ＬＶ４,Mystischer Schwertkämpfer LV4,미스틱 스워드맨 LV4
6105,Common,0000,82116eba,82116eba,No,#N/A,,Armed Dragon LV3,アームド・ドラゴン　ＬＶ３,Bewaffneter Drache LV3,암드 드래곤 LV3
6106,Common,0000,1b183f00,1b183f00,No,#N/A,,Armed Dragon LV5,アームド・ドラゴン　ＬＶ５,Bewaffneter Drache LV5,암드 드래곤 LV5
6107,Common,0000,6c1f0f96,6c1f0f96,No,#N/A,,Armed Dragon LV7,アームド・ドラゴン　ＬＶ７,Bewaffneter Drache LV7,암드 드래곤 LV7
6108,Common,0000,fca01207,fca01207,No,#N/A,,Horus' Servant,ホルスのしもべ,Diener des Horus,호루스의 사도
6109,Common,0000,8ba72291,8ba72291,No,#N/A,,Black Dragon's Chick,黒竜の雛,Schwarzes Drachenküken,아기 흑룡
6110,Common,0000,eb60ab74,eb60ab74,No,#N/A,,Malice Doll of Demise,怨念のキラードール,Boshafte Puppe des Untergangs,원한의 킬러돌
6111,Common,0000,9c679be2,9c679be2,No,#N/A,,Ninja Grandmaster Sasuke,忍者マスター　ＳＡＳＵＫＥ,Ninja-Maestro Sasuke,첩자 마스터 SASUKE
6112,Common,0000,056eca58,056eca58,No,#N/A,,Rafflesia Seduction,幻惑のラフレシア,Rafflesia-Verführung,환혹의 라플레시아
6113,Common,0000,7269face,7269face,No,#N/A,,Ultimate Baseball Kid,超熱血球児,Ultimatives Baseballkind,초열혈 야구소년
6114,Common,0000,ec0d6f6d,ec0d6f6d,No,#N/A,,Mobius the Frost Monarch,氷帝メビウス,Möbius der Frostmonarch,빙제 뫼비우스
6115,Common,0000,9b0a5ffb,9b0a5ffb,No,#N/A,,Element Dragon,エレメント・ドラゴン,Elementardrache,엘리멘트 드래곤
6116,Common,0000,02030e41,02030e41,No,#N/A,,Element Soldier,エレメント・ソルジャー,Elementarsoldat,엘리멘트 솔저
6117,Common,0000,75043ed7,75043ed7,No,#N/A,,Howling Insect,共鳴虫,Heulendes Insekt,공명충
6118,Common,0000,e5bb2346,e5bb2346,No,#N/A,,Masked Dragon,仮面竜,Maskierter Drache,가면룡
6119,Common,0000,92bc13d0,92bc13d0,No,#N/A,,Mind on Air,マインド・オン・エア,Beflügelter Geist,마인드 온 에어
6120,Common,0000,c04df8b7,c04df8b7,No,#N/A,,Unshaven Angler,ヒゲアンコウ,Bärtiger Anglerfisch,수염 아귀
6121,Common,0000,b74ac821,b74ac821,No,#N/A,,The Trojan Horse,トロイホース,Trojanisches Pferd,트로이 목마
6122,Common,0000,2e43999b,2e43999b,No,#N/A,,Nobleman-Eater Bug,使徒喰い虫,Adligenfresserkäfer,사도 식충
6123,Common,0000,5944a90d,5944a90d,No,#N/A,,Enraged Muka Muka,激昂のムカムカ,Erzürnter Muka Muka,격앙한 무카무카
6124,Common,0000,c7203cae,c7203cae,No,#N/A,,Hade-Hane,派手ハネ,Hade-Hane,하데 하네
6125,Common,0000,b0270c38,b0270c38,No,#N/A,,Penumbral Soldier Lady,月の女戦士,Halbschatten-Kriegerlady,달의 여전사
6126,Common,0000,292e5d82,292e5d82,No,#N/A,,Ojama King,おジャマ・キング,Ojama-König,방해꾼 킹
6127,Common,0000,5e296d14,5e296d14,No,#N/A,,Master of Oz,マスター・オブ・ＯＺ,Meister von Oz,마스터 오브 OZ
6128,Common,0000,ce967085,ce967085,No,#N/A,,Sanwitch,クリッチー,Sanexe,크릿치
6129,Common,0000,b9914013,b9914013,No,#N/A,,Dark Factory of Mass Production,闇の量産工場,Dunkle Fabrik der Massenproduktion,어둠의 양산공장
6130,Common,0000,d956c9f6,d956c9f6,No,#N/A,,Hammer Shot,ハンマーシュート,Hammerschuss,해머 슛
6131,Common,0000,ae51f960,ae51f960,No,#N/A,,Mind Wipe,記憶抹消,Gelöschtes Gedächtnis,기억말소
6132,Common,0000,3758a8da,3758a8da,No,#N/A,,Abyssal Designator,深淵の指名者,Informant der Unterwelt,심연의 지명자
6133,Common,0000,405f984c,405f984c,No,#N/A,,Level Up!,レベルアップ！,Aufgestiegen!,레벨 업!
6134,Common,0000,de3b0def,de3b0def,No,#N/A,,Inferno Fire Blast,黒炎弾,Drachenodem des Infernos,흑염탄
6135,Common,0000,a93c3d79,a93c3d79,No,#N/A,,The Graveyard in the Fourth Dimension,四次元の墓,Friedhof in der Vierten Dimension,사차원의 묘
6136,Common,0000,30356cc3,30356cc3,No,#N/A,,Two-Man Cell Battle,ツーマンセルバトル,Zweikampf auf engstem Raum,투맨 셀 배틀
6137,Common,0000,47325c55,47325c55,No,#N/A,,Big Wave Small Wave,大波小波,"Große Welle, Kleine Welle",큰 파도 작은 파도
6138,Common,0000,d78d41c4,d78d41c4,No,#N/A,,Fusion Weapon,フュージョン・ウェポン,Fusionswaffe,퓨전 웨폰
6139,Common,0000,a08a7152,a08a7152,No,#N/A,,Ritual Weapon,リチュアル・ウェポン,Ritualwaffe,리추얼 웨폰
6140,TCG/OCG,0000,96175f31,b7c6724c,Yes,Yes,,Taunt,挑発,Verspotten,도발
6141,TCG/OCG,0000,e1106fa7,c0c142da,Yes,Yes,,Absolute End,絶体絶命,Absolutes Ende,절체절명
6142,Common,0000,78193e1d,78193e1d,No,#N/A,,Spirit Barrier,スピリットバリア,Geisterbarriere,스피릿 베리어
6143,Common,0000,0f1e0e8b,0f1e0e8b,No,#N/A,,Ninjitsu Art of Decoy,忍法　空蝉の術,Ninjitsu-Kunst des Abstreifens,인법 공선술
6144,TCG/OCG,0000,917a9b28,b0abb655,Yes,Yes,,Enervating Mist,衰弱の霧,Nebel des Zusammenbruchs,쇠약의 안개
6145,TCG/OCG,0000,e67dabbe,c7ac86c3,No,#N/A,,Heavy Slump,大暴落,Starker Rückgang,대폭락
6146,Common,0000,7f74fa04,7f74fa04,No,#N/A,,Greed,グリード,Gier,그리드
6147,Common,0000,0873ca92,0873ca92,No,#N/A,,Mind Crush,マインドクラッシュ,Geisteszersetzung,마인드 크러시
6148,Common,0000,98ccd703,98ccd703,No,#N/A,,Cemetary Bomb,セメタリー・ボム,Friedhofbombe,세머테리 폭탄
6149,Common,0000,efcbe795,efcbe795,No,#N/A,,Hallowed Life Barrier,ホーリーライフバリアー,Mystische Lebensbarriere,홀리 라이프 베리어
6150,Common,0000,8f0c6e70,8f0c6e70,No,#N/A,,The Tricky,ＴＨＥ　トリッキー,Der Trickreiche,더 트릭키
6151,Common,0000,f80b5ee6,f80b5ee6,No,#N/A,,Green Gadget,グリーン・ガジェット,Grüner Apparat,그린 가제트
6152,Common,0000,61020f5c,61020f5c,No,#N/A,,Rebellion,造反劇,Rebellion,반역극
6153,Common,0000,16053fca,16053fca,No,#N/A,,Stronghold the Moving Fortress,機動砦　ストロング・ホールド,"Stronghold, die mobile Festung",기동요새 스트롱 홀드
6154,Common,0000,8861aa69,8861aa69,No,#N/A,,Ties of the Brethren,同胞の絆,Geschwisterbund,동포의 연
6155,Common,0000,ff669aff,ff669aff,No,#N/A,,Red Gadget,レッド・ガジェット,Roter Apparat,레드 가제트
6156,Common,0000,666fcb45,666fcb45,No,#N/A,,Yellow Gadget,イエロー・ガジェット,Gelber Apparat,옐로 가제트
6158,Common,0000,81d7e642,81d7e642,No,#N/A,,Tricky Spell 4,トリッキーズ・マジック４,Trickreicher Zauber 4,트릭키 매직4
6159,Common,0000,f6d0d6d4,f6d0d6d4,No,#N/A,,Shattered Axe,罅割れゆく斧,Zerbrochene Axt,금가는 도끼
6160,Common,0000,a4213db3,a4213db3,No,#N/A,,Blockman,ブロックマン,Blockmann,블록맨
6161,Common,0000,d3260d25,d3260d25,No,#N/A,,Gold Sarcophagus,封印の黄金櫃,Gold-Sarkophag,봉인의 황금궤
6162,Common,0000,4a2f5c9f,4a2f5c9f,No,#N/A,,Silent Swordsman LV3,サイレント・ソードマン　ＬＶ３,Schweigsamer Schwertkämpfer LV3,사일런트 스워드맨 LV3
6164,Common,0000,a34cf9aa,a34cf9aa,No,#N/A,,Silent Swordsman LV5,サイレント・ソードマン　ＬＶ５,Schweigsamer Schwertkämpfer LV5,사일런트 스워드맨 LV5
6166,Common,0000,4d429886,4d429886,No,#N/A,,Silent Swordsman LV7,サイレント・ソードマン　ＬＶ７,Schweigsamer Schwertkämpfer LV7,사일런트 스워드맨 LV7
6167,Common,0000,3a45a810,3a45a810,No,#N/A,,Silent Magician LV4,サイレント・マジシャン　ＬＶ４,Schweigsamer Magier LV4,사일런트 매지션 LV4
6168,TCG/OCG,0000,aafab581,8b2b98fc,Yes,Yes,,Magician's Circle,マジシャンズ・サークル,Kreis der Magier,매지션즈 서클
6169,TCG/OCG,0000,ddfd8517,fc2ca86a,Yes,Yes,,Magicians Unite,マジシャンズ・クロス,Vereinigte Magier,매지션즈 크로스
6170,Common,0000,bd3a0cf2,bd3a0cf2,No,#N/A,,Silent Magician LV8,サイレント・マジシャン　ＬＶ８,Schweigsamer Magier LV8,사일런트 매지션 LV8
6172,TCG/OCG,0000,53346dde,72e540a3,Yes,Yes,,Woodborg Inpachi,人造木人１８,Holzborg Inpachi,인조목인18
6173,Common,0000,24335d48,24335d48,No,#N/A,,Mighty Guard,マイティガード,Mächtige Wache,마이티 가드
6174,Common,0000,ba57c8eb,ba57c8eb,No,#N/A,,Bokoichi the Freightening Car,魔貨物車両　ボコイチ,"Bokoichi, der Güterwagen",마화물차량 보코이치
6175,TCG/OCG,0000,cd50f87d,ec81d500,Yes,Yes,,Harpie Girl,ハーピィ・ガール,Harpyien-Mädchen,해피 걸
6176,Common,0000,5459a9c7,5459a9c7,No,#N/A,,The Creator,創世神,Der Schöpfer,창세신
6177,Common,0000,235e9951,235e9951,No,#N/A,,The Creator Incarnate,創世者の化身,Inkarnation des Schöpfers,창세자의 화신
6178,Common,0000,b3e184c0,b3e184c0,No,#N/A,,Ultimate Insect LV3,アルティメット・インセクト　ＬＶ３,Ultimatives Insekt LV3,얼티미트 인섹트 LV3
6179,Common,0000,c4e6b456,c4e6b456,No,#N/A,,Mystic Swordsman LV6,ミスティック・ソードマン　ＬＶ６,Mystischer Schwertkämpfer LV6,미스틱 스워드맨 LV6
6181,Common,0000,4da520ab,4da520ab,No,#N/A,,Heavy Mech Support Platform,強化支援メカ・ヘビーウェポン,Schwerer Unterstützungs-Mech,강화지원메카 헤비웨폰
6182,Common,0000,d4ac7111,d4ac7111,No,#N/A,,Element Magician,エレメント・マジシャン,Elementarmagier,엘리멘트 매지션
6183,Common,0000,a3ab4187,a3ab4187,No,#N/A,,Element Saurus,エレメント・ザウルス,Elementarsaurus,엘리멘트 사우루스
6184,Common,0000,3dcfd424,3dcfd424,No,#N/A,,Roc from the Valley of Haze,霞の谷の大怪鳥,Roch aus dem Dunstschleiertal,안개 계곡의 대괴조
6185,Common,0000,4ac8e4b2,4ac8e4b2,No,#N/A,,Sasuke Samurai #4,一撃必殺侍,Sasuke-Samurai #4,일격필살 사무라이
6186,TCG/OCG,0000,d3c1b508,f2109875,Yes,Yes,,Harpie Lady 1,ハーピィ・レディ１,Harpyie 1,해피 레이디1
6187,TCG/OCG,0000,a4c6859e,8517a8e3,Yes,Yes,,Harpie Lady 2,ハーピィ・レディ２,Harpyie 2,해피 레이디2
6188,TCG/OCG,0000,3479980f,15a8b572,Yes,Yes,,Harpie Lady 3,ハーピィ・レディ３,Harpyie 3,해피 레이디3
6189,Common,0000,437ea899,437ea899,No,#N/A,,Raging Flame Sprite,逆巻く炎の精霊,Kobold der tobenden Flammen,솟아오르는 화염의 정령
6190,Common,0000,23b9217c,23b9217c,No,#N/A,,Thestalos the Firestorm Monarch,炎帝テスタロス,"Thestalos, der Feuersturmmonarch",화염 제왕 테스탈로스
6191,Common,0000,54be11ea,54be11ea,No,#N/A,,Eagle Eye,イーグル・アイ,Adlerauge,이글 아이
6192,TCG/OCG,0000,cdb74050,ec666d2d,Yes,Yes,,Tactical Espionage Expert,華麗なる潜入工作員,Experte für taktische Spionage,화려한 잠입공작원
6193,Common,0000,bab070c6,bab070c6,No,#N/A,,Invasion of Flames,侵略の炎,Invasion der Flammen,침략의 화염
6194,Common,0000,24d4e565,24d4e565,No,#N/A,,Creeping Doom Manta,忍び寄るデビルマンタ,Kriechender Rochen der Verdammung,잠입하는 데블 맨터
6195,Common,0000,53d3d5f3,53d3d5f3,No,#N/A,,Pitch-Black Warwolf,漆黒の戦士　ワーウルフ,Pechschwarzer Wolfskrieger,칠흑의 전사 워울프
6196,Common,0000,cada8449,cada8449,No,#N/A,,Mirage Dragon,ミラージュ・ドラゴン,Trugbild-Drache,미라지 드래곤
6197,Common,0000,bdddb4df,bdddb4df,No,#N/A,,Gaia Soul the Combustible Collective,爆炎集合体　ガイヤ・ソウル,"Gaia-Seele, entflammbares Kollektiv",폭염집합체 가이아 소울
6198,Common,0000,2d62a94e,2d62a94e,No,#N/A,,Fox Fire,きつね火,Fuchsfeuer,여우불
6199,Common,0000,5a6599d8,5a6599d8,No,#N/A,,B.E.S. Big Core,巨大戦艦　ビッグ・コア,B.E.S. Großer Kern,거대전함 빅 코어
6200,TCG/OCG,0000,f03d246c,d1ec0911,Yes,Yes,,"Fusilier Dragon, the Dual-Mode Beast",可変機獣　ガンナードラゴン,"Fusilier-Drache, die Doppelmodus-Bestie",가변기수 간나드래곤
6201,Common,0000,873a14fa,873a14fa,No,#N/A,,Dekoichi the Battlechanted Locomotive,魔装機関車　デコイチ,"Dekoichi, die Kampfdampflok",마장기관차 데코이치
6202,Common,0000,1e334540,1e334540,No,#N/A,,A-Team: Trap Disposal Unit,トラップ処理班　Ａチーム,A-Team: Fallenräumkommando,함정 처리반 A팀
6203,TCG/OCG,0000,693475d6,48e558ab,Yes,Yes,,Homunculus the Alchemic Being,錬金生物　ホムンクルス,"Homunkulus, Geschöpf der Alchemie",연금생물 호문쿨루스
6204,Common,0000,f750e075,f750e075,No,#N/A,,Dark Blade the Dragon Knight,闇魔界の竜騎士　ダークソード,"Dunkelklinge, der Drachenritter",암흑 마계의 용기사 다크 스워드
6205,Common,0000,8057d0e3,8057d0e3,No,#N/A,,Mokey Mokey King,キング・もけもけ,König der Mokey Mokey,킹 모케모케
6206,Common,0000,195e8159,195e8159,No,#N/A,,Serial Spell,連続魔法,Zauberserie,연속 마법
6207,TCG/OCG,0000,6e59b1cf,4f889cb2,Yes,Yes,,Harpies' Hunting Ground,ハーピィの狩場,Jagdgründe der Harpyien,해피의 사냥터
6208,TCG/OCG,0000,fee6ac5e,df378123,Yes,Yes,,Triangle Ecstasy Spark,トライアングル・Ｘ・スパーク,Ekstatisches Funkendreieck,트라이앵글 X 스파크
6209,Common,0000,89e19cc8,89e19cc8,No,#N/A,,Necklace of Command,与奪の首飾り,Gebieterische Halskette,여탈의 목걸이
6210,Common,0000,e926152d,e926152d,No,#N/A,,Flint,フリント,Flint,플린트
6211,Common,0000,9e2125bb,9e2125bb,No,#N/A,,Mokey Mokey Smackdown,怒れるもけもけ,Mokey Mokey-Wutanfall,분노 모케모케
6212,TCG/OCG,StreamingAssets,07287401,26f9597c,No,#N/A,,Back to Square One,振り出し,Zurück zum Anfang,원위치
6213,Common,0000,702f4497,702f4497,No,#N/A,,Monster Reincarnation,死者転生,Monster-Reinkarnation,죽은 자의 환생
6214,Common,0000,ee4bd134,ee4bd134,No,#N/A,,Ballista of Rampart Smashing,城壁壊しの大槍,Festungsbrecher-Balliste,성벽 파괴의 대창
6215,Common,0000,994ce1a2,994ce1a2,No,#N/A,,Lighten the Load,軽量化,Bürde verringern,경량화
6216,Common,0000,0045b018,0045b018,No,#N/A,,Malice Dispersion,邪気退散,Boshaftigkeit streuen,사기퇴산
6217,Common,0000,7742808e,7742808e,No,#N/A,,Divine Wrath,天罰,Göttlicher Zorn,천벌
6218,Common,0000,e7fd9d1f,e7fd9d1f,No,#N/A,,Xing Zhen Hu,心鎮壷,Xing Zhen Hu,씽쩐후
6219,Common,0000,90faad89,90faad89,No,#N/A,,Rare Metalmorph,レアメタル化・魔法反射装甲,Edelmetallwandler,레어메탈화 마법반사장갑
6220,TCG/OCG,0000,c20b46ee,e3da6b93,Yes,Yes,,Fruits of Kozaky's Studies,コザッキーの研究成果,Früchte von Kozakys Studien,코잣키의 연구성과
6221,Common,0000,b50c7678,b50c7678,No,#N/A,,Mind Haxorz,マインド・ハック,Gedanken-Hacking,마인드 핵
6222,Common,0000,2c0527c2,2c0527c2,No,#N/A,,Fuh-Rin-Ka-Zan,風林火山,Fuh-Rin-Ka-Zan,풍림화산
6223,Common,0000,5b021754,5b021754,No,#N/A,,Chain Burst,連鎖炸薬,Kettensprengung,연쇄작약
6224,Common,0000,c56682f7,c56682f7,No,#N/A,,Pikeru's Circle of Enchantment,ピケルの魔法陣,Pikerus Kreis der Verzauberung,피켈의 마법진
6225,Common,0000,b261b261,b261b261,No,#N/A,,Spell Purification,魔力浄化,Zauber-Reinigung,마력정화
6226,Common,0000,2b68e3db,2b68e3db,No,#N/A,,Astral Barrier,アストラルバリア,Astralbarriere,아스트랄 베리어
6227,Common,0000,5c6fd34d,5c6fd34d,No,#N/A,,Covering Fire,援護射撃,Deckungsfeuer,원호사격
6229,Common,0000,bbd7fe4a,bbd7fe4a,No,#N/A,,Castle Gate,キャッスル・ゲート,Burgtor,캐슬 게이트
6231,TCG/OCG,0000,ac174739,8dc66a44,Yes,Yes,,Owner's Seal,所有者の刻印,Siegel des Besitzes,소유자의 각인
6232,Common,0000,351e1683,351e1683,No,#N/A,,Space Mambo,スペースマンボウ,Raum-Sonnenfisch,스페이스 맘보
6233,Common,StreamingAssets,42192615,42192615,No,#N/A,,Divine Dragon Ragnarok,神竜　ラグナロク,Heiliger Drache Ragnarok,신룡 라그나로크
6234,Common,0000,dc7db3b6,dc7db3b6,No,#N/A,,Chu-Ske the Mouse Fighter,格闘ねずみ　チュー助,"Chu-Suke, der Maus-Kämpfer",격투쥐 추스케
6235,Common,0000,ab7a8320,ab7a8320,No,#N/A,,Insect Knight,甲虫装甲騎士,Insektenritter,갑충장갑 기사
6236,Common,0000,3273d29a,3273d29a,No,#N/A,,Sacred Phoenix of Nephthys,ネフティスの鳳凰神,Heiliger Phönix von Nephthys,네프티스의 봉황신
6237,Common,0000,4574e20c,4574e20c,No,#N/A,,Hand of Nephthys,ネフティスの導き手,Nephthys Butlerin,네프티스의 인도하는 손
6238,Common,0000,d5cbff9d,d5cbff9d,No,#N/A,,Ultimate Insect LV5,アルティメット・インセクト　ＬＶ５,Ultimatives Insekt LV5,얼티미트 인섹트 LV5
6239,Common,0000,a2cccf0b,a2cccf0b,No,#N/A,,Granmarg the Rock Monarch,地帝グランマーグ,Grandmarg der Erdmonarch,땅의 제왕 그란마그
6240,Common,0000,9451e168,9451e168,No,#N/A,,Element Valkyrie,エレメント・ヴァルキリー,Elementarvalküre,엘리멘트 발키리
6241,Common,0000,e356d1fe,e356d1fe,No,#N/A,,Element Doom,エレメント・デビル,Elementarunterweltler,엘리멘트 데블
6242,TCG/OCG,0000,7a5f8044,5b8ead39,Yes,Yes,,Maji-Gire Panda,本気ギレパンダ,Maji-Gire Panda,초절정 분노 팬더
6243,Common,0000,0d58b0d2,0d58b0d2,No,#N/A,,Catnipped Kitty,またたびキャット,Katzenminze-Kätzchen,개다래나무 고양이
6244,Common,0000,933c2571,933c2571,No,#N/A,,Behemoth the King of All Animals,百獣王　ベヒーモス,"Behemoth, der König aller Tiere",백수왕 베히모스
6245,Common,0000,e43b15e7,e43b15e7,No,#N/A,,Big-Tusked Mammoth,ビッグホーン・マンモス,Mammut mit großen Stoßzähnen,빅혼 맘모스
6246,Common,0000,7d32445d,7d32445d,No,#N/A,,Kangaroo Champ,カンガルー・チャンプ,Känguru-Champion,캥거루 챔프
6247,Common,0000,0a3574cb,0a3574cb,No,#N/A,,Hyena,ハイエナ,Hyäne,하이에나
6248,Common,0000,9a8a695a,9a8a695a,No,#N/A,,Blade Rabbit,ブレードラビット,Klingenzahn-Hase,블레이드 래빗
6249,Common,0000,ed8d59cc,ed8d59cc,No,#N/A,,Mecha-Dog Marron,機械犬マロン,Maschinenhund Marron,기계견 마론
6250,Common,0000,8d4ad029,8d4ad029,No,#N/A,,Blast Magician,ブラッド・マジシャン－煉獄の魔術師－,Thaumaturgist der Qualen,블러드 매지션－연옥의 마술사－
6251,Common,0000,fa4de0bf,fa4de0bf,No,#N/A,,Gearfried the Swordmaster,剣聖－ネイキッド・ギア・フリード,"Gerfried, der Schwertmeister",검성－네이킷 기어프리드
6252,TCG/OCG,0000,6344b105,42959c78,Yes,Yes,,Armed Samurai - Ben Kei,重装武者－ベン・ケイ,Bewaffneter Samurai - Ben Kei,중무장무사－벤 케이
6253,Common,0000,14438193,14438193,No,#N/A,,Shadowslayer,闇の住人　シャドウキラー,Schattentöter,어둠의 주인 섀도우킬러
6254,Common,0000,8a271430,8a271430,No,#N/A,,Golem Sentry,番兵ゴーレム,Golem Wachposten,파수병 골렘
6255,Common,0000,fd2024a6,fd2024a6,No,#N/A,,Abare Ushioni,暴れ牛鬼,Abare Ushioni,난폭한 도깨비소
6256,Common,0000,6429751c,6429751c,No,#N/A,,The Light - Hex-Sealed Fusion,融合呪印生物－光,Das Licht - Hex-Versiegelte Fusion,융합 주술봉인 생물－빛
6257,Common,StreamingAssets,132e458a,132e458a,No,#N/A,,The Dark - Hex-Sealed Fusion,融合呪印生物－闇,Die Finsternis - Hex-Versiegelte Fusion,융합 주술봉인 생물－어둠
6258,Common,0000,8391581b,8391581b,No,#N/A,,The Earth - Hex-Sealed Fusion,融合呪印生物－地,Die Erde - Hex-Versiegelte Fusion,융합 주술봉인 생물－땅
6259,Common,0000,f496688d,f496688d,No,#N/A,,Whirlwind Prodigy,暴風小僧,Wirbelwind-Wunderkind,폭풍 소승
6260,Common,0000,a66783ea,a66783ea,No,#N/A,,Flame Ruler,炎を支配する者,Flammenherrscher,화염을 지배하는 자
6261,Common,0000,d160b37c,d160b37c,No,#N/A,,Firebird,火炎鳥,Feuervogel,화염조
6262,Common,0000,4869e2c6,4869e2c6,No,#N/A,,Rescue Cat,レスキューキャット,Rettungskatze,레스큐 캣
6263,TCG/OCG,0000,3f6ed250,1ebfff2d,Yes,Yes,,Brain Jacker,ブレイン・ジャッカー,Gehirnentführer,브레인 잭커
6264,TCG/OCG,0000,a10a47f3,80db6a8e,Yes,Yes,,Gatling Dragon,ガトリング・ドラゴン,Gatlinggewehr-Drache,개틀링 드래곤
6265,Common,StreamingAssets,d60d7765,d60d7765,No,#N/A,,King Dragun,竜魔人　キングドラグーン,König Dragoon,용마인 킹드라군
6266,Common,0000,4f0426df,4f0426df,No,#N/A,,A Feather of the Phoenix,鳳凰神の羽根,Eine Feder vom Phönix,봉황신의 깃털
6267,TCG/OCG,0000,38031649,19d23b34,Yes,Yes,,Poison Fangs,ポイズン・ファング,Giftzähne,포이즌 팽
6268,Common,0000,a8bc0bd8,a8bc0bd8,No,#N/A,,Swords of Concealing Light,闇の護封剣,Verbergende Schwerter,어둠의 봉인검
6269,Common,0000,dfbb3b4e,dfbb3b4e,No,#N/A,,Spiral Spear Strike,螺旋槍殺,Spiralspeerstoß,나선창살
6270,Common,0000,bf7cb2ab,bf7cb2ab,No,#N/A,,Release Restraint,拘束解除,Befreiung,구속 해제
6271,Common,0000,c87b823d,c87b823d,No,#N/A,,Centrifugal Field,遠心分離フィールド,Zentrifugales Feld,원심분리 필드
6272,Common,0000,5172d387,5172d387,No,#N/A,,Fulfillment of the Contract,契約の履行,Vertragserfüllung,계약 이행
6273,Common,0000,2675e311,2675e311,No,#N/A,,Re-Fusion,再融合,Re-Fusionierung,재융합
6274,Common,0000,b81176b2,b81176b2,No,#N/A,,The Big March of Animals,百獣大行進,Der Große Marsch der Tiere,백수 대행진
6275,TCG/OCG,0000,cf164624,eec76b59,Yes,Yes,,Cross Counter,クロスカウンター,Durchkreuzender Counter,크로스 카운터
6277,Common,0000,21182708,21182708,No,#N/A,,Penalty Game!,罰ゲーム！,Strafspiel!,페널티 게임!
6278,Common,StreamingAssets,b1a73a99,b1a73a99,No,#N/A,,Threatening Roar,威嚇する咆哮,Angsteinjagendes Gebrüll,위협하는 포효
6279,Common,0000,c6a00a0f,c6a00a0f,No,#N/A,,Phoenix Wing Wind Blast,鳳翼の爆風,Windsturm der Phönixflügel,봉황날개의 폭풍
6280,Common,0000,38e4ae64,38e4ae64,No,#N/A,,Good Goblin Housekeeping,ゴブリンのやりくり上手,Guter Goblin Hauswirtschafter,고블린의 운영 실력
6281,Common,0000,4fe39ef2,4fe39ef2,No,#N/A,,Beast Soul Swap,キャトルミューティレーション,Verstümmelung des Viehs,캐틀 뮤틸레이션
6282,Common,0000,d6eacf48,d6eacf48,No,#N/A,,Assault on GHQ,本陣強襲,Angriff auf das Hauptquartier,본진 강습
6283,Common,0000,a1edffde,a1edffde,No,#N/A,,D.D. Dynamite,Ｄ．Ｄ．ダイナマイト,D.D. Dynamit,D.D.다이너마이트
6284,Common,0000,3f896a7d,3f896a7d,No,#N/A,,Deck Devastation Virus,魔のデッキ破壊ウイルス,Deckverwüstungsvirus,마의 덱 파괴 바이러스
6285,Common,0000,488e5aeb,488e5aeb,No,#N/A,,Elemental Burst,エレメンタルバースト,Elementausbruch,엘리멘틀 버스트
6286,Common,0000,d1870b51,d1870b51,No,#N/A,,Forced Ceasefire,強引な安全協定,Stark erzwungener Waffenstillstand,강인한 안전 협정
6287,Common,0000,a6803bc7,a6803bc7,No,#N/A,,Vampire's Curse,カース・オブ・ヴァンパイア,Fluch des Vampirs,커스 오브 뱀파이어
6288,Common,0000,363f2656,363f2656,No,#N/A,,Union Attack,ユニオン・アタック,Union-Angriff,유니온 어택
6289,Common,0000,413816c0,413816c0,No,#N/A,,Blood Sucker,ブラッド・サッカー,Blutsauger,블러드 서커
6291,Common,0000,56f8afb3,56f8afb3,No,#N/A,,Overpowering Eye,威圧する魔眼,Übermächtiges Auge,위압하는 마안
6292,Common,0000,cff1fe09,cff1fe09,No,#N/A,,Red-Eyes Darkness Dragon,真紅眼の闇竜,Rotäugiger Finsterer Drache,붉은 눈의 암룡
6293,Common,0000,b8f6ce9f,b8f6ce9f,No,#N/A,,Vampire Genesis,ヴァンパイアジェネシス,Vampir-Genesis,뱀파이어 제네시스
6298,Common,0000,2f241717,2f241717,No,#N/A,,Kaibaman,正義の味方　カイバーマン,Kaiba-Mann,정의의 아군 카이바맨
